 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.924400E+08  -0.156339E+08   0.156328E+08  -0.394405E+07   0.192565E+08  -0.165113E+09
  -0.156339E+08   0.210321E+08   0.115664E+07  -0.590432E+07   0.592848E+07  -0.607730E+08
   0.156328E+08   0.115664E+07   0.567044E+08  -0.140702E+08   0.912442E+07   0.553116E+08
  -0.394406E+07  -0.590432E+07  -0.140702E+08   0.104395E+09  -0.121967E+09   0.887833E+08
   0.192565E+08   0.592848E+07   0.912441E+07  -0.121967E+09   0.168359E+09   0.404530E+07
  -0.165113E+09  -0.607730E+08   0.553116E+08   0.887834E+08   0.404523E+07   0.319823E+11
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.354565E+00   0.215923E+00  -0.401487E-01   0.154358E+00  -0.960278E-01
  -0.354565E+00   0.100000E+01   0.334927E-01  -0.126005E+00   0.996286E-01  -0.740993E-01
   0.215923E+00   0.334927E-01   0.100000E+01  -0.182874E+00   0.933855E-01   0.410727E-01
  -0.401488E-01  -0.126005E+00  -0.182873E+00   0.100000E+01  -0.919991E+00   0.485888E-01
   0.154358E+00   0.996286E-01   0.933854E-01  -0.919992E+00   0.100000E+01   0.174333E-02
  -0.960278E-01  -0.740993E-01   0.410727E-01   0.485888E-01   0.174330E-02   0.100000E+01
 
