 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.108242E+11  -0.237603E+10   0.281466E+09   0.839951E+09   0.377457E+08  -0.502565E+10
  -0.237603E+10   0.872331E+11   0.519444E+10  -0.191606E+10  -0.247013E+10  -0.363860E+10
   0.281466E+09   0.519444E+10   0.662159E+11   0.408368E+10   0.273978E+10   0.910263E+10
   0.839951E+09  -0.191606E+10   0.408368E+10   0.297735E+11   0.206862E+10   0.318481E+11
   0.377452E+08  -0.247013E+10   0.273978E+10   0.206862E+10   0.243569E+11   0.228664E+11
  -0.502566E+10  -0.363860E+10   0.910263E+10   0.318481E+11   0.228664E+11   0.853604E+11
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.773236E-01   0.105135E-01   0.467887E-01   0.232465E-02  -0.165336E+00
  -0.773236E-01   0.100000E+01   0.683465E-01  -0.375970E-01  -0.535881E-01  -0.421663E-01
   0.105135E-01   0.683465E-01   0.100000E+01   0.919720E-01   0.682218E-01   0.121076E+00
   0.467887E-01  -0.375970E-01   0.919720E-01   0.100000E+01   0.768165E-01   0.631742E+00
   0.232462E-02  -0.535881E-01   0.682218E-01   0.768164E-01   0.100000E+01   0.501485E+00
  -0.165336E+00  -0.421663E-01   0.121076E+00   0.631742E+00   0.501485E+00   0.100000E+01
 
