 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.196670E+11  -0.103955E+11   0.698784E+10   0.646002E+10   0.871768E+10  -0.260552E+10
  -0.103955E+11   0.655291E+11   0.216004E+11   0.450750E+10   0.292193E+10  -0.498217E+10
   0.698784E+10   0.216004E+11   0.929159E+11  -0.527244E+10   0.555861E+09   0.910209E+10
   0.646002E+10   0.450750E+10  -0.527243E+10   0.675691E+11   0.381964E+11   0.366478E+11
   0.871768E+10   0.292193E+10   0.555862E+09   0.381964E+11   0.965207E+11   0.368256E+11
  -0.260552E+10  -0.498217E+10   0.910209E+10   0.366478E+11   0.368256E+11   0.866503E+11
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.289573E+00   0.163467E+00   0.177211E+00   0.200089E+00  -0.631162E-01
  -0.289573E+00   0.100000E+01   0.276821E+00   0.677399E-01   0.367403E-01  -0.661175E-01
   0.163467E+00   0.276821E+00   0.100000E+01  -0.665415E-01   0.586963E-02   0.101440E+00
   0.177211E+00   0.677399E-01  -0.665414E-01   0.100000E+01   0.472975E+00   0.478949E+00
   0.200088E+00   0.367403E-01   0.586964E-02   0.472975E+00   0.100000E+01   0.402675E+00
  -0.631163E-01  -0.661175E-01   0.101440E+00   0.478949E+00   0.402675E+00   0.100000E+01
 
