 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.379480E+11  -0.119472E+11   0.628919E+10   0.284325E+10   0.749839E+10  -0.229269E+11
  -0.119472E+11   0.311656E+11   0.760741E+10  -0.103717E+10  -0.104506E+10  -0.106193E+11
   0.628919E+10   0.760741E+10   0.417820E+11  -0.221814E+10   0.375406E+10   0.158987E+11
   0.284325E+10  -0.103717E+10  -0.221814E+10   0.535920E+11  -0.228872E+11  -0.974547E+10
   0.749839E+10  -0.104506E+10   0.375406E+10  -0.228872E+11   0.778491E+11  -0.624037E+11
  -0.229269E+11  -0.106193E+11   0.158987E+11  -0.974547E+10  -0.624037E+11   0.243128E+12
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.347404E+00   0.157945E+00   0.630480E-01   0.137958E+00  -0.238690E+00
  -0.347404E+00   0.100000E+01   0.210816E+00  -0.253782E-01  -0.212166E-01  -0.121994E+00
   0.157945E+00   0.210816E+00   0.100000E+01  -0.468752E-01   0.658233E-01   0.157743E+00
   0.630480E-01  -0.253782E-01  -0.468752E-01   0.100000E+01  -0.354337E+00  -0.853759E-01
   0.137958E+00  -0.212166E-01   0.658233E-01  -0.354337E+00   0.100000E+01  -0.453592E+00
  -0.238690E+00  -0.121994E+00   0.157743E+00  -0.853759E-01  -0.453592E+00   0.100000E+01
 
