 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.364770E+11  -0.114970E+11   0.642227E+10   0.967207E+09   0.634985E+10  -0.185964E+11
  -0.114970E+11   0.308342E+11   0.829359E+10  -0.285390E+09  -0.184290E+10  -0.102727E+11
   0.642227E+10   0.829359E+10   0.419147E+11  -0.146768E+10   0.327878E+10   0.153661E+11
   0.967207E+09  -0.285390E+09  -0.146769E+10   0.531091E+11  -0.155813E+11  -0.144537E+11
   0.634985E+10  -0.184290E+10   0.327878E+10  -0.155813E+11   0.759563E+11  -0.606469E+11
  -0.185964E+11  -0.102727E+11   0.153661E+11  -0.144536E+11  -0.606470E+11   0.229176E+12
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.342813E+00   0.164246E+00   0.219748E-01   0.120635E+00  -0.203393E+00
  -0.342813E+00   0.100000E+01   0.230697E+00  -0.705241E-02  -0.380806E-01  -0.122204E+00
   0.164246E+00   0.230697E+00   0.100000E+01  -0.311075E-01   0.581095E-01   0.156782E+00
   0.219748E-01  -0.705240E-02  -0.311075E-01   0.100000E+01  -0.245323E+00  -0.131011E+00
   0.120635E+00  -0.380806E-01   0.581095E-01  -0.245323E+00   0.100000E+01  -0.459666E+00
  -0.203393E+00  -0.122204E+00   0.156782E+00  -0.131011E+00  -0.459666E+00   0.100000E+01
 
