 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.239928E+11  -0.103569E+11   0.660943E+10   0.403830E+10   0.711114E+10  -0.936189E+10
  -0.103569E+11   0.427609E+11   0.136108E+11   0.192367E+10   0.619211E+09  -0.752673E+10
   0.660943E+10   0.136108E+11   0.597090E+11  -0.356385E+10   0.287136E+10   0.105898E+11
   0.403830E+10   0.192367E+10  -0.356385E+10   0.525339E+11   0.115581E+11   0.266726E+10
   0.711114E+10   0.619211E+09   0.287136E+10   0.115581E+11   0.786295E+11  -0.116323E+11
  -0.936189E+10  -0.752673E+10   0.105898E+11   0.266726E+10  -0.116323E+11   0.886082E+11
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.323346E+00   0.174624E+00   0.113747E+00   0.163722E+00  -0.203042E+00
  -0.323346E+00   0.100000E+01   0.269365E+00   0.405870E-01   0.106788E-01  -0.122277E+00
   0.174624E+00   0.269365E+00   0.100000E+01  -0.636326E-01   0.419059E-01   0.145590E+00
   0.113747E+00   0.405870E-01  -0.636326E-01   0.100000E+01   0.179835E+00   0.390939E-01
   0.163722E+00   0.106788E-01   0.419059E-01   0.179835E+00   0.100000E+01  -0.139359E+00
  -0.203042E+00  -0.122277E+00   0.145590E+00   0.390939E-01  -0.139359E+00   0.100000E+01
 
