37.10  22.75  71   NOA1
37.12  22.73  69 
37.13  22.75  71  EMSC
37.13   22.74  68  
37.15  22.75  69 
37.09  22.74  76  UPSL1
37.08  22.74  73 
37.10  22.74  73  
37.09    22.75 74  UPSL2
