 Station co-ordinates
 x(N>0),y(E>0),z,azim.,dist.,stat.,polar.
     1.4452     5.8516      .0000    76.1272     6.0274 SER    U
   -27.5174    13.4104      .0000   154.0180    30.6112 MAM    U
   -37.8548   -45.9265      .0000   230.5030    59.5166 RLS    U
    57.3739   -15.7237      .0000   344.6740    59.4895 EVR    U
   -24.0457  -122.6946      .0000   258.9117   125.0286 VLS    U
  -135.4423    -5.6215      .0000   182.3767   135.5589 ITM    U
   -46.0704   151.7101      .0000   106.8922   158.5511 ATH    U
