 Station co-ordinates
 x(N>0,km),y(E>0,km),z(km),azim.,dist.,stat.
   -32.3545   -29.1523     0.0000   222.0197    43.5507 THERA ?
    45.9505   -24.6409     0.0000   331.7976    52.1404 APE ?
    -8.5039   123.2052     0.0000    93.9484   123.4984 NISR2 ?
   116.5017    91.5047     0.0000    38.1474   148.1410 SMG ?
  -155.0651   -17.2665     0.0000   186.3537   156.0234 NPS ?
   153.2515  -119.6795     0.0000   322.0125   194.4459 KARY ?
  -137.7210  -145.3755     0.0000   226.5488   200.2526 VAM ?
   -46.9137   208.6970     0.0000   102.6691   213.9049 ARG ?
   134.3089  -176.5352     0.0000   307.2641   221.8187 VLY ?
   155.8130  -169.9653     0.0000   312.5125   230.5773 PTL ?
   -41.1538  -246.0349     0.0000   260.5041   249.4530 KTHA ?
