('THERA', 2, 36.366992, 25.475263, (43549.908271735294, 222.0159080618883, 41.822645359798656))
('APE', 2, 37.07274, 25.52301, (52138.01637460481, 331.7995462439859, 151.6333246216876))
('NISR', 2, 36.6106, 27.1309, (119143.75248924036, 92.18718519201073, 272.9813313088379))
('NISR2', 2, 36.57441, 27.17666, (123501.15833137334, 93.94891336537742, 274.77001875448786))
('SMG', 2, 37.70425, 26.83772, (148141.66060972665, 38.148514017140286, 218.7756484773324))
('NPS', 2, 35.26134, 25.61037, (156024.4313724667, 186.35267536783553, 6.241270937637154))
('IACM', 2, 35.3058, 25.0709, (163917.49449021363, 203.86625007036463, 23.43780221260434))
('IDI', 2, 35.288, 24.89, (172854.97374689722, 208.61844917467255, 28.083818303305634))
('KARY', 2, 38.0321, 24.437, (194443.15429922813, 322.0128384010836, 141.185887767655))
('VAM', 2, 35.407, 24.1997, (200251.55397852766, 226.54798031495542, 45.60646429362646))
('SIVA', 2, 35.01777, 24.81204, (202803.8426131897, 206.40408551582567, 25.82552410176794))
('ARG', 2, 36.21356, 28.12122, (213907.87028752506, 102.66928952444204, 284.04801983147814))
('VLY', 2, 37.8524, 23.7942, (221815.75773710548, 307.2642016978702, 126.04975680833158))
('ATHU', 2, 37.9665, 23.7845, (230163.82852291645, 309.68951855788816, 128.46758990588145))
('PTL', 2, 38.0473, 23.8638, (230574.44973582428, 312.51273102992553, 131.3377881131026))
('ATH', 2, 37.97384, 23.71767, (235288.7194085612, 308.9555732819124, 127.69301669943674))
('MET2', 2, 37.612669, 23.329567, (243682.4797685218, 296.4830206126977, 114.99136200815826))
('KRND', 2, 37.383, 23.1502, (249105.88657685995, 289.6103856241245, 108.01466437112977))
('KTHA', 2, 36.2566, 23.0621, (249450.5737128477, 260.50372262799186, 78.87652582340087))
