     1    3   -2    -48.    -28.   -0.13959E+17   -0.68841E+15   -0.44701E+17   -0.47794E+17   -0.18803E+17   -0.33373E+17                0.7243
     1    3   -1    -49.    -28.   -0.14653E+17   -0.34329E+16   -0.50942E+17   -0.48637E+17   -0.20430E+17   -0.35676E+17                0.7257
     1    4   -3    -47.    -20.   -0.14565E+17    0.14883E+16   -0.36108E+17   -0.44998E+17   -0.14329E+17   -0.18554E+17                0.7240
     1    4   -2    -48.    -21.   -0.15447E+17   -0.13754E+16   -0.41966E+17   -0.46412E+17   -0.16235E+17   -0.20932E+17                0.7356
     1    4   -1    -48.    -21.   -0.16203E+17   -0.41865E+16   -0.47430E+17   -0.47486E+17   -0.18061E+17   -0.23187E+17                0.7394
     1    4    0    -47.    -21.   -0.16827E+17   -0.69181E+16   -0.52451E+17   -0.48206E+17   -0.19788E+17   -0.25291E+17                0.7352
     1    4    1    -46.    -22.   -0.17313E+17   -0.95442E+16   -0.56981E+17   -0.48562E+17   -0.21397E+17   -0.27222E+17                0.7231
     1    5   -2    -47.     -9.   -0.17067E+17   -0.24146E+16   -0.37770E+17   -0.44710E+17   -0.14351E+17   -0.78267E+16                0.7315
     1    5   -1    -47.    -11.   -0.17894E+17   -0.48938E+16   -0.42543E+17   -0.45657E+17   -0.16146E+17   -0.95813E+16                0.7344
     1    5    0    -46.    -12.   -0.18574E+17   -0.73043E+16   -0.46921E+17   -0.46262E+17   -0.17853E+17   -0.11277E+17                0.7293
     2    3   -4    -53.    -30.   -0.15749E+17    0.94382E+16   -0.48694E+17   -0.40161E+17   -0.24564E+17   -0.37025E+17                0.7700
     2    3   -3    -55.    -30.   -0.15662E+17    0.11482E+17   -0.54443E+17   -0.41597E+17   -0.26697E+17   -0.40064E+17                0.7853
     2    3   -2    -56.    -30.   -0.15436E+17    0.13393E+17   -0.59610E+17   -0.42792E+17   -0.28713E+17   -0.42934E+17                0.7908
     2    3   -1    -57.    -30.   -0.15073E+17    0.15151E+17   -0.64142E+17   -0.43735E+17   -0.30589E+17   -0.45603E+17                0.7861
     2    3    0    -57.    -30.   -0.14577E+17    0.16741E+17   -0.67994E+17   -0.44413E+17   -0.32304E+17   -0.48039E+17                0.7715
     2    4   -3    -58.    -20.   -0.16519E+17    0.11552E+17   -0.39472E+17   -0.33070E+17   -0.18381E+17   -0.17698E+17                0.7760
     2    4   -2    -60.    -20.   -0.16335E+17    0.13142E+17   -0.43642E+17   -0.34060E+17   -0.20296E+17   -0.19953E+17                0.7826
     2    4   -1    -62.    -21.   -0.16007E+17    0.14585E+17   -0.47347E+17   -0.34850E+17   -0.22122E+17   -0.22144E+17                0.7795
     2    5   -2    -63.     -8.   -0.17149E+17    0.12235E+17   -0.34991E+17   -0.28790E+17   -0.15351E+17   -0.55333E+16                0.7734
     2    5   -1    -65.    -10.   -0.16859E+17    0.13491E+17   -0.38137E+17   -0.29389E+17   -0.17092E+17   -0.72929E+16                0.7702
     3    5   -1    -42.     -4.   -0.13669E+17   -0.51152E+16   -0.24011E+17   -0.25860E+17   -0.18132E+17   -0.20254E+16                0.7429
     3    5    0    -44.     -5.   -0.13591E+17   -0.51088E+16   -0.25952E+17   -0.26077E+17   -0.19111E+17   -0.27393E+16                0.7481
     3    5    1    -46.     -6.   -0.13395E+17   -0.50806E+16   -0.27620E+17   -0.26135E+17   -0.19982E+17   -0.34755E+16                0.7426
     3    6   -1    -23.     22.   -0.14283E+17   -0.44617E+16   -0.19615E+17   -0.21569E+17   -0.14119E+17    0.10043E+17                0.7425
     3    6    0    -26.     21.   -0.14231E+17   -0.43626E+16   -0.21261E+17   -0.21694E+17   -0.15042E+17    0.95699E+16                0.7489
     3    6    1    -29.     19.   -0.14055E+17   -0.42441E+16   -0.22682E+17   -0.21688E+17   -0.15881E+17    0.89969E+16                0.7447
     3    7    0    -12.     35.   -0.14794E+17   -0.37947E+16   -0.18200E+17   -0.18629E+17   -0.12225E+17    0.18603E+17                0.7472
     3    7    1    -15.     34.   -0.14641E+17   -0.36429E+16   -0.19455E+17   -0.18573E+17   -0.13045E+17    0.18161E+17                0.7442
     3    8    0     -3.     45.   -0.15276E+17   -0.33127E+16   -0.16083E+17   -0.16415E+17   -0.10247E+17    0.25556E+17                0.7446
     3    8    1     -6.     44.   -0.15146E+17   -0.31483E+16   -0.17218E+17   -0.16309E+17   -0.11047E+17    0.25224E+17                0.7428
     4    3    0    -46.    -31.   -0.12006E+17    0.45901E+16   -0.25066E+17   -0.37902E+17   -0.22612E+17   -0.30094E+17                0.6701
     4    3    1    -48.    -30.   -0.12055E+17    0.39171E+16   -0.27931E+17   -0.37929E+17   -0.23463E+17   -0.30586E+17                0.6751
     4    3    2    -49.    -30.   -0.11995E+17    0.31556E+16   -0.30511E+17   -0.37708E+17   -0.24179E+17   -0.30919E+17                0.6702
     4    4    0    -44.    -18.   -0.12214E+17   -0.11718E+16   -0.22185E+17   -0.32402E+17   -0.16114E+17   -0.12180E+17                0.6699
     4    4    1    -46.    -18.   -0.12268E+17   -0.76247E+15   -0.23971E+17   -0.32258E+17   -0.16877E+17   -0.12396E+17                0.6746
     4    4    2    -48.    -18.   -0.12213E+17   -0.38839E+15   -0.25515E+17   -0.31901E+17   -0.17547E+17   -0.12570E+17                0.6691
     4    5    0    -41.      0.   -0.12439E+17   -0.31686E+16   -0.19796E+17   -0.28721E+17   -0.11753E+17    0.19061E+15                0.6678
     4    5    1    -45.      0.   -0.12499E+17   -0.23710E+16   -0.20960E+17   -0.28476E+17   -0.12491E+17    0.11589E+15                0.6713
     4    5    2    -48.      0.   -0.12446E+17   -0.15865E+16   -0.21915E+17   -0.28041E+17   -0.13165E+17    0.19585E+13                0.6648
     4    6    1    -24.     24.   -0.12751E+17   -0.25194E+16   -0.17585E+17   -0.25004E+17   -0.86979E+16    0.10893E+17                0.6652
     5    3    3    -53.    -26.   -0.24636E+17    0.41260E+17   -0.36032E+17   -0.42688E+17   -0.27589E+17   -0.34242E+17                0.6956
     5    3    4    -49.    -28.   -0.25099E+17    0.31315E+17   -0.36490E+17   -0.45168E+17   -0.30783E+17   -0.38285E+17                0.7029
     5    3    5    -43.    -30.   -0.25338E+17    0.21013E+17   -0.36646E+17   -0.47378E+17   -0.33812E+17   -0.42170E+17                0.7050
     5    3    6    -38.    -32.   -0.25350E+17    0.10454E+17   -0.36503E+17   -0.49293E+17   -0.36642E+17   -0.45856E+17                0.7018
     5    4    4    -43.    -19.   -0.25656E+17    0.27167E+17   -0.26762E+17   -0.40911E+17   -0.23526E+17   -0.18523E+17                0.7001
     5    4    5    -37.    -20.   -0.25835E+17    0.18266E+17   -0.25651E+17   -0.42274E+17   -0.25652E+17   -0.20384E+17                0.7018
     5    4    6    -31.    -22.   -0.25782E+17    0.91377E+16   -0.24327E+17   -0.43371E+17   -0.27634E+17   -0.22185E+17                0.6981
     5    5    4    -37.     -5.   -0.26216E+17    0.24179E+17   -0.21095E+17   -0.37701E+17   -0.17987E+17   -0.40328E+16                0.6956
     5    5    5    -29.     -7.   -0.26352E+17    0.16472E+17   -0.19830E+17   -0.38498E+17   -0.19622E+17   -0.47707E+16                0.6975
     5    5    6    -23.     -8.   -0.26251E+17    0.85602E+16   -0.18398E+17   -0.39049E+17   -0.21150E+17   -0.55429E+16                0.6936
     6    3   -2    -41.    -27.   -0.14453E+17    0.22001E+17   -0.24310E+17   -0.43215E+17   -0.14103E+17   -0.25941E+17                0.6462
     6    3   -1    -46.    -28.   -0.15067E+17    0.19071E+17   -0.30056E+17   -0.44370E+17   -0.16481E+17   -0.28984E+17                0.6494
     6    3    0    -50.    -28.   -0.15551E+17    0.15989E+17   -0.35520E+17   -0.45220E+17   -0.18794E+17   -0.31891E+17                0.6456
     6    4   -2    -42.    -18.   -0.15063E+17    0.13704E+17   -0.26201E+17   -0.42744E+17   -0.10713E+17   -0.14765E+17                0.6503
     6    4   -1    -46.    -20.   -0.15661E+17    0.11706E+17   -0.30042E+17   -0.43744E+17   -0.13048E+17   -0.17211E+17                0.6546
     6    4    0    -48.    -21.   -0.16123E+17    0.95942E+16   -0.33611E+17   -0.44439E+17   -0.15333E+17   -0.19584E+17                0.6513
     6    4    1    -49.    -22.   -0.16445E+17    0.73885E+16   -0.36875E+17   -0.44820E+17   -0.17546E+17   -0.21856E+17                0.6403
     6    5   -2    -38.     -5.   -0.15392E+17    0.86040E+16   -0.23820E+17   -0.41344E+17   -0.71450E+16   -0.31797E+16                0.6464
     6    5   -1    -42.     -7.   -0.15979E+17    0.72689E+16   -0.26616E+17   -0.42010E+17   -0.93334E+16   -0.49267E+16                0.6498
     6    5    0    -45.     -9.   -0.16428E+17    0.58534E+16   -0.29169E+17   -0.42377E+17   -0.11493E+17   -0.66716E+16                0.6453
     7    3   -2    -55.    -28.   -0.15580E+17    0.11060E+17   -0.46227E+17   -0.42079E+17   -0.21076E+17   -0.34030E+17                0.6663
     7    3   -1    -53.    -29.   -0.16093E+17    0.81503E+16   -0.49699E+17   -0.43764E+17   -0.24050E+17   -0.38033E+17                0.6765
     7    3    0    -51.    -30.   -0.16466E+17    0.51812E+16   -0.52705E+17   -0.45155E+17   -0.26890E+17   -0.41816E+17                0.6790
     7    3    1    -48.    -31.   -0.16697E+17    0.21813E+16   -0.55217E+17   -0.46238E+17   -0.29568E+17   -0.45341E+17                0.6734
     7    4   -1    -54.    -21.   -0.17074E+17    0.89177E+16   -0.41133E+17   -0.39458E+17   -0.18672E+17   -0.20829E+17                0.6723
     7    4    0    -52.    -23.   -0.17444E+17    0.62710E+16   -0.43444E+17   -0.40624E+17   -0.21346E+17   -0.23777E+17                0.6758
     7    4    1    -50.    -24.   -0.17662E+17    0.35629E+16   -0.45356E+17   -0.41508E+17   -0.23888E+17   -0.26579E+17                0.6717
     7    5   -1    -53.    -10.   -0.17816E+17    0.90622E+16   -0.33292E+17   -0.36262E+17   -0.15261E+17   -0.74953E+16                0.6654
     7    5    0    -52.    -12.   -0.18170E+17    0.69122E+16   -0.35151E+17   -0.36971E+17   -0.17579E+17   -0.94805E+16                0.6677
     7    5    1    -50.    -14.   -0.18366E+17    0.46931E+16   -0.36686E+17   -0.37420E+17   -0.19787E+17   -0.11414E+17                0.6625
     8    3   -1    -53.    -27.   -0.19071E+17    0.10470E+17   -0.60332E+17   -0.39841E+17   -0.23075E+17   -0.35641E+17                0.7860
