 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.570022E+08  -0.524438E+08   0.386431E+08   0.381459E+08   0.426469E+08   0.473511E+08
  -0.524437E+08   0.108901E+10   0.513420E+09   0.210262E+09   0.188496E+09   0.289952E+09
   0.386432E+08   0.513421E+09   0.163567E+10  -0.208420E+09  -0.213037E+09  -0.290598E+09
   0.381459E+08   0.210262E+09  -0.208420E+09   0.834763E+09   0.787122E+09   0.134266E+10
   0.426469E+08   0.188496E+09  -0.213037E+09   0.787122E+09   0.978837E+09   0.144346E+10
   0.473512E+08   0.289952E+09  -0.290598E+09   0.134266E+10   0.144346E+10   0.245164E+10
 
 Pearson-s correlation coefficient
   0.100000E+01  -0.210490E+00   0.126555E+00   0.174872E+00   0.180545E+00   0.126665E+00
  -0.210490E+00   0.100000E+01   0.384689E+00   0.220528E+00   0.182571E+00   0.177452E+00
   0.126555E+00   0.384689E+00   0.100000E+01  -0.178366E+00  -0.168365E+00  -0.145116E+00
   0.174872E+00   0.220528E+00  -0.178366E+00   0.100000E+01   0.870774E+00   0.938545E+00
   0.180545E+00   0.182571E+00  -0.168365E+00   0.870774E+00   0.100000E+01   0.931797E+00
   0.126665E+00   0.177452E+00  -0.145116E+00   0.938545E+00   0.931798E+00   0.100000E+01
 
