 trial position no.            3
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.396697E+14  -0.164097E+14   0.344075E+14   0.530639E+14   0.565477E+14   0.715760E+14
  -0.164097E+14   0.685436E+15   0.470558E+15   0.163819E+15   0.111015E+15   0.186231E+15
   0.344075E+14   0.470558E+15   0.997758E+15  -0.664613E+14  -0.118823E+15  -0.125934E+15
   0.530639E+14   0.163819E+15  -0.664614E+14   0.483649E+15   0.460696E+15   0.750006E+15
   0.565477E+14   0.111014E+15  -0.118823E+15   0.460696E+15   0.541149E+15   0.783577E+15
   0.715761E+14   0.186231E+15  -0.125934E+15   0.750006E+15   0.783577E+15   0.129770E+16
 trial position no.            4
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.486238E+14  -0.271616E+14   0.387287E+14   0.538968E+14   0.588289E+14   0.585151E+14
  -0.271617E+14   0.412682E+15   0.217273E+15   0.600102E+14   0.207007E+14   0.214195E+14
   0.387288E+14   0.217273E+15   0.579375E+15  -0.601515E+13  -0.320280E+14  -0.168687E+13
   0.538968E+14   0.600101E+14  -0.601535E+13   0.300791E+15   0.270901E+15   0.390969E+15
   0.588289E+14   0.207006E+14  -0.320281E+14   0.270901E+15   0.353195E+15   0.413487E+15
   0.585151E+14   0.214193E+14  -0.168717E+13   0.390969E+15   0.413487E+15   0.645588E+15
 trial position no.            5
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.576201E+14  -0.301479E+14   0.397198E+14   0.549760E+14   0.615552E+14   0.414537E+14
  -0.301479E+14   0.302176E+15   0.135578E+15   0.308395E+14  -0.194439E+13  -0.181757E+14
   0.397199E+14   0.135578E+15   0.420622E+15   0.786645E+13  -0.789061E+13   0.254788E+14
   0.549760E+14   0.308395E+14   0.786637E+13   0.221532E+15   0.187191E+15   0.222315E+15
   0.615552E+14  -0.194438E+13  -0.789071E+13   0.187191E+15   0.273726E+15   0.236327E+15
   0.414537E+14  -0.181757E+14   0.254787E+14   0.222315E+15   0.236327E+15   0.363834E+15
 trial position no.            6
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.668076E+14  -0.306434E+14   0.387225E+14   0.516702E+14   0.599285E+14   0.162396E+14
  -0.306434E+14   0.211569E+15   0.916971E+14   0.181760E+14  -0.108095E+14  -0.255598E+14
   0.387225E+14   0.916971E+14   0.297244E+15   0.111560E+14   0.528250E+12   0.259173E+14
   0.516703E+14   0.181760E+14   0.111560E+14   0.166877E+15   0.126451E+15   0.109417E+15
   0.599286E+14  -0.108096E+14   0.528269E+12   0.126451E+15   0.215459E+15   0.112379E+15
   0.162396E+14  -0.255598E+14   0.259173E+14   0.109417E+15   0.112379E+15   0.212086E+15
 trial position no.            3
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.249861E+15   0.344626E+14   0.388638E+14  -0.992852E+14  -0.884102E+14   0.937609E+14
   0.344626E+14   0.129936E+16   0.228388E+15  -0.364061E+14  -0.224042E+14  -0.163819E+14
   0.388638E+14   0.228388E+15   0.132171E+16  -0.335936E+14  -0.446560E+14  -0.272759E+14
  -0.992851E+14  -0.364061E+14  -0.335936E+14   0.113475E+16   0.106403E+16   0.164733E+16
  -0.884101E+14  -0.224042E+14  -0.446560E+14   0.106403E+16   0.112386E+16   0.165169E+16
   0.937609E+14  -0.163819E+14  -0.272758E+14   0.164733E+16   0.165169E+16   0.282122E+16
 trial position no.            4
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.279179E+15   0.216917E+14   0.266026E+14  -0.104040E+15  -0.924925E+14   0.117852E+15
   0.216917E+14   0.791935E+15  -0.144311E+15  -0.579372E+13   0.557113E+13   0.178610E+14
   0.266027E+14  -0.144311E+15   0.784202E+15  -0.396353E+13  -0.131311E+14   0.118448E+14
  -0.104040E+15  -0.579372E+13  -0.396354E+13   0.741188E+15   0.667727E+15   0.823909E+15
  -0.924925E+14   0.557112E+13  -0.131312E+14   0.667727E+15   0.730854E+15   0.829661E+15
   0.117852E+15   0.178610E+14   0.118448E+14   0.823909E+15   0.829661E+15   0.130650E+16
 trial position no.            5
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.308504E+15   0.135616E+14   0.199449E+14  -0.112037E+15  -0.998391E+14   0.134919E+15
   0.135616E+14   0.642426E+15  -0.247965E+15   0.445901E+12   0.982849E+13   0.154750E+14
   0.199449E+14  -0.247965E+15   0.626244E+15  -0.217203E+11  -0.781313E+13   0.121173E+14
  -0.112037E+15   0.445900E+12  -0.217212E+11   0.558849E+15   0.482288E+15   0.453560E+15
  -0.998390E+14   0.982849E+13  -0.781313E+13   0.482288E+15   0.548609E+15   0.460112E+15
   0.134919E+15   0.154750E+14   0.121173E+14   0.453560E+15   0.460112E+15   0.731935E+15
 trial position no.            6
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.337537E+15   0.722493E+13   0.146310E+14  -0.119747E+15  -0.106884E+15   0.152664E+15
   0.722493E+13   0.492544E+15  -0.239296E+15   0.168825E+13   0.892827E+13   0.818940E+13
   0.146310E+14  -0.239296E+15   0.476344E+15   0.478075E+11  -0.611867E+13   0.852583E+13
  -0.119747E+15   0.168826E+13   0.478071E+11   0.420943E+15   0.340919E+15   0.188744E+15
  -0.106884E+15   0.892827E+13  -0.611867E+13   0.340919E+15   0.410634E+15   0.195961E+15
   0.152664E+15   0.818940E+13   0.852584E+13   0.188744E+15   0.195961E+15   0.406359E+15
 trial position no.            3
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.650992E+14  -0.841863E+13  -0.103361E+14  -0.870900E+13  -0.577298E+13  -0.415104E+13
  -0.841862E+13   0.190330E+16  -0.248619E+14  -0.949451E+13   0.452446E+14   0.356556E+14
  -0.103361E+14  -0.248619E+14   0.234846E+16   0.652692E+14   0.949867E+14   0.115400E+15
  -0.870901E+13  -0.949453E+13   0.652692E+14   0.137604E+16   0.124035E+16   0.216220E+16
  -0.577298E+13   0.452446E+14   0.949867E+14   0.124035E+16   0.146982E+16   0.224179E+16
  -0.415103E+13   0.356556E+14   0.115400E+15   0.216220E+16   0.224179E+16   0.382537E+16
 trial position no.            4
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.698211E+14  -0.854332E+13  -0.898087E+13  -0.824869E+13  -0.479028E+13  -0.134779E+13
  -0.854332E+13   0.113769E+16  -0.653313E+14   0.145120E+14   0.614849E+14   0.596690E+14
  -0.898087E+13  -0.653313E+14   0.138324E+16   0.533262E+14   0.813808E+14   0.791596E+14
  -0.824869E+13   0.145120E+14   0.533262E+14   0.907414E+15   0.741319E+15   0.114714E+16
  -0.479028E+13   0.614849E+14   0.813807E+14   0.741319E+15   0.993877E+15   0.120838E+16
  -0.134778E+13   0.596690E+14   0.791596E+14   0.114714E+16   0.120838E+16   0.184815E+16
 trial position no.            5
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.744100E+14  -0.904354E+13  -0.788663E+13  -0.913053E+13  -0.513879E+13  -0.669260E+12
  -0.904354E+13   0.801241E+15  -0.669470E+14  -0.243232E+13   0.413511E+14   0.290056E+14
  -0.788663E+13  -0.669470E+14   0.962424E+15   0.300901E+14   0.581949E+14   0.387041E+14
  -0.913053E+13  -0.243233E+13   0.300901E+14   0.688742E+15   0.500427E+15   0.692737E+15
  -0.513879E+13   0.413511E+14   0.581949E+14   0.500427E+15   0.786217E+15   0.748685E+15
  -0.669261E+12   0.290056E+14   0.387041E+14   0.692737E+15   0.748685E+15   0.108014E+16
 trial position no.            6
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.791134E+14  -0.869189E+13  -0.720267E+13  -0.989247E+13  -0.513132E+13   0.781780E+12
  -0.869189E+13   0.544645E+15  -0.524819E+14  -0.628232E+13   0.344428E+14   0.182016E+14
  -0.720267E+13  -0.524819E+14   0.652427E+15   0.170689E+14   0.452781E+14   0.166763E+14
  -0.989247E+13  -0.628232E+13   0.170689E+14   0.520303E+15   0.306547E+15   0.361938E+15
  -0.513131E+13   0.344428E+14   0.452781E+14   0.306547E+15   0.622667E+15   0.403226E+15
   0.781779E+12   0.182016E+14   0.166763E+14   0.361938E+15   0.403226E+15   0.599854E+15
 trial position no.            3
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.696735E+14  -0.130192E+14   0.124229E+14  -0.769709E+13   0.333992E+14   0.455828E+14
  -0.130192E+14   0.202489E+16   0.247542E+15   0.163634E+15   0.997195E+14   0.169935E+15
