  0.000000E+00  0.222419E-14  0.130289E-13  0.106965E-13
  0.300000E+00 -0.471116E-13  0.569277E-13  0.440461E-13
  0.600000E+00 -0.363445E-12  0.402362E-13 -0.897581E-13
  0.900000E+00 -0.938264E-12 -0.393225E-12 -0.130166E-11
  0.120000E+01 -0.731757E-13 -0.196480E-11 -0.577051E-11
  0.150000E+01  0.770367E-11 -0.594127E-11 -0.169390E-10
  0.180000E+01  0.331961E-10 -0.145660E-10 -0.386849E-10
  0.210000E+01  0.929510E-10 -0.316137E-10 -0.740777E-10
  0.240000E+01  0.208705E-09 -0.625219E-10 -0.124475E-09
  0.270000E+01  0.406388E-09 -0.113529E-09 -0.189456E-09
  0.300000E+01  0.715020E-09 -0.189726E-09 -0.267564E-09
  0.330000E+01  0.116523E-08 -0.292458E-09 -0.357419E-09
  0.360000E+01  0.178652E-08 -0.417270E-09 -0.458661E-09
  0.390000E+01  0.260325E-08 -0.553928E-09 -0.572186E-09
  0.420000E+01  0.363080E-08 -0.688675E-09 -0.699324E-09
  0.450000E+01  0.487410E-08 -0.807178E-09 -0.840535E-09
  0.480000E+01  0.632886E-08 -0.897063E-09 -0.994417E-09
  0.510000E+01  0.798419E-08 -0.950207E-09 -0.115718E-08
  0.540000E+01  0.982468E-08 -0.964541E-09 -0.132242E-08
  0.570000E+01  0.118309E-07 -0.944399E-09 -0.148125E-08
  0.600000E+01  0.139787E-07 -0.899227E-09 -0.162255E-08
  0.630000E+01  0.162388E-07 -0.841670E-09 -0.173285E-08
  0.660000E+01  0.185767E-07 -0.785847E-09 -0.179618E-08
  0.690000E+01  0.209525E-07 -0.745874E-09 -0.179446E-08
  0.720000E+01  0.233198E-07 -0.734639E-09 -0.170912E-08
  0.750000E+01  0.256261E-07 -0.762918E-09 -0.152430E-08
  0.780000E+01  0.278126E-07 -0.838600E-09 -0.123097E-08
  0.810000E+01  0.298153E-07 -0.965661E-09 -0.830304E-09
  0.840000E+01  0.315663E-07 -0.114314E-08 -0.334649E-09
  0.870000E+01  0.329938E-07 -0.136493E-08  0.234382E-09
  0.900000E+01  0.340244E-07 -0.162070E-08  0.850360E-09
  0.930000E+01  0.345843E-07 -0.189737E-08  0.148748E-08
  0.960000E+01  0.346025E-07 -0.218031E-08  0.212506E-08
  0.990000E+01  0.340124E-07 -0.245386E-08  0.274966E-08
  0.102000E+02  0.327535E-07 -0.270156E-08  0.335480E-08
  0.105000E+02  0.307737E-07 -0.290634E-08  0.393898E-08
  0.108000E+02  0.280310E-07 -0.305080E-08  0.450309E-08
  0.111000E+02  0.244961E-07 -0.311762E-08  0.504800E-08
  0.114000E+02  0.201539E-07 -0.309062E-08  0.557350E-08
  0.117000E+02  0.150057E-07 -0.295616E-08  0.607913E-08
  0.120000E+02  0.907000E-08 -0.270453E-08  0.656581E-08
  0.123000E+02  0.238157E-08 -0.233061E-08  0.703656E-08
  0.126000E+02 -0.501178E-08 -0.183435E-08  0.749553E-08
  0.129000E+02 -0.130530E-07 -0.122099E-08  0.794588E-08
  0.132000E+02 -0.216794E-07 -0.500581E-09  0.838773E-08
  0.135000E+02 -0.308253E-07  0.313530E-09  0.881720E-08
  0.138000E+02 -0.404213E-07  0.120665E-08  0.922678E-08
  0.141000E+02 -0.503922E-07  0.216427E-08  0.960663E-08
  0.144000E+02 -0.606548E-07  0.317269E-08  0.994601E-08
  0.147000E+02 -0.711165E-07  0.421875E-08  0.102344E-07
  0.150000E+02 -0.816745E-07  0.528902E-08  0.104623E-07
  0.153000E+02 -0.922157E-07  0.636906E-08  0.106205E-07
  0.156000E+02 -0.102617E-06  0.744299E-08  0.107007E-07
  0.159000E+02 -0.112747E-06  0.849339E-08  0.106952E-07
  0.162000E+02 -0.122468E-06  0.950179E-08  0.105993E-07
  0.165000E+02 -0.131638E-06  0.104493E-07  0.104114E-07
  0.168000E+02 -0.140120E-06  0.113172E-07  0.101332E-07
  0.171000E+02 -0.147775E-06  0.120860E-07  0.976870E-08
  0.174000E+02 -0.154475E-06  0.127363E-07  0.932257E-08
  0.177000E+02 -0.160096E-06  0.132485E-07  0.879845E-08
  0.180000E+02 -0.164521E-06  0.136043E-07  0.819760E-08
  0.183000E+02 -0.167642E-06  0.137863E-07  0.751786E-08
  0.186000E+02 -0.169359E-06  0.137768E-07  0.675379E-08
  0.189000E+02 -0.169585E-06  0.135585E-07  0.589789E-08
  0.192000E+02 -0.168247E-06  0.131171E-07  0.494254E-08
  0.195000E+02 -0.165288E-06  0.124454E-07  0.388181E-08
  0.198000E+02 -0.160669E-06  0.115459E-07  0.271275E-08
  0.201000E+02 -0.154374E-06  0.104325E-07  0.143626E-08
  0.204000E+02 -0.146409E-06  0.912822E-08  0.576105E-10
  0.207000E+02 -0.136804E-06  0.766187E-08 -0.141367E-08
  0.210000E+02 -0.125611E-06  0.606515E-08 -0.296485E-08
  0.213000E+02 -0.112900E-06  0.437028E-08 -0.458193E-08
  0.216000E+02 -0.987594E-07  0.260920E-08 -0.625132E-08
  0.219000E+02 -0.832894E-07  0.813582E-09 -0.796060E-08
  0.222000E+02 -0.666011E-07 -0.985243E-09 -0.969818E-08
  0.225000E+02 -0.488172E-07 -0.275662E-08 -0.114523E-07
  0.228000E+02 -0.300715E-07 -0.447161E-08 -0.132092E-07
  0.231000E+02 -0.105073E-07 -0.610438E-08 -0.149522E-07
  0.234000E+02  0.972486E-08 -0.763325E-08 -0.166614E-07
  0.237000E+02  0.304693E-07 -0.904082E-08 -0.183149E-07
  0.240000E+02  0.515668E-07 -0.103140E-07 -0.198921E-07
  0.243000E+02  0.728537E-07 -0.114441E-07 -0.213758E-07
  0.246000E+02  0.941615E-07 -0.124269E-07 -0.227527E-07
  0.249000E+02  0.115317E-06 -0.132618E-07 -0.240134E-07
  0.252000E+02  0.136142E-06 -0.139513E-07 -0.251514E-07
  0.255000E+02  0.156461E-06 -0.145000E-07 -0.261615E-07
  0.258000E+02  0.176094E-06 -0.149139E-07 -0.270395E-07
  0.261000E+02  0.194868E-06 -0.152003E-07 -0.277820E-07
  0.264000E+02  0.212607E-06 -0.153685E-07 -0.283884E-07
  0.267000E+02  0.229139E-06 -0.154300E-07 -0.288631E-07
  0.270000E+02  0.244292E-06 -0.153995E-07 -0.292174E-07
  0.273000E+02  0.257899E-06 -0.152951E-07 -0.294701E-07
  0.276000E+02  0.269803E-06 -0.151376E-07 -0.296440E-07
  0.279000E+02  0.279866E-06 -0.149464E-07 -0.297562E-07
  0.282000E+02  0.287976E-06 -0.147322E-07 -0.298044E-07
  0.285000E+02  0.294056E-06 -0.144895E-07 -0.297587E-07
  0.288000E+02  0.298075E-06 -0.141924E-07 -0.295594E-07
  0.291000E+02  0.300043E-06 -0.137931E-07 -0.291202E-07
  0.294000E+02  0.300020E-06 -0.132224E-07 -0.283331E-07
  0.297000E+02  0.298106E-06 -0.123941E-07 -0.270768E-07
  0.300000E+02  0.294431E-06 -0.112115E-07 -0.252287E-07
  0.303000E+02  0.289141E-06 -0.957575E-08 -0.226784E-07
  0.306000E+02  0.282382E-06 -0.739115E-08 -0.193343E-07
  0.309000E+02  0.274296E-06 -0.456652E-08 -0.151231E-07
  0.312000E+02  0.265020E-06 -0.101716E-08 -0.999304E-08
  0.315000E+02  0.254675E-06  0.333070E-08 -0.392098E-08
  0.318000E+02  0.243373E-06  0.853490E-08  0.307903E-08
  0.321000E+02  0.231212E-06  0.146286E-07  0.109430E-07
  0.324000E+02  0.218267E-06  0.216079E-07  0.195426E-07
  0.327000E+02  0.204587E-06  0.294238E-07  0.286835E-07
  0.330000E+02  0.190179E-06  0.379824E-07  0.381120E-07
  0.333000E+02  0.175005E-06  0.471429E-07  0.475190E-07
  0.336000E+02  0.158975E-06  0.567160E-07  0.565457E-07
  0.339000E+02  0.141958E-06  0.664731E-07  0.648058E-07
  0.342000E+02  0.123809E-06  0.761670E-07  0.719152E-07
  0.345000E+02  0.104382E-06  0.855444E-07  0.775076E-07
  0.348000E+02  0.835331E-07  0.943445E-07  0.812327E-07
  0.351000E+02  0.611205E-07  0.102290E-06  0.827529E-07
  0.354000E+02  0.370029E-07  0.109081E-06  0.817469E-07
  0.357000E+02  0.110352E-07  0.114387E-06  0.779165E-07
  0.360000E+02 -0.169404E-07  0.117841E-06  0.709911E-07
  0.363000E+02 -0.471015E-07  0.119033E-06  0.607357E-07
  0.366000E+02 -0.796401E-07  0.117513E-06  0.469725E-07
  0.369000E+02 -0.114745E-06  0.112814E-06  0.296121E-07
  0.372000E+02 -0.152573E-06  0.104475E-06  0.867623E-08
  0.375000E+02 -0.193225E-06  0.920762E-07 -0.156922E-07
  0.378000E+02 -0.236716E-06  0.752576E-07 -0.432259E-07
  0.381000E+02 -0.282955E-06  0.537391E-07 -0.735365E-07
  0.384000E+02 -0.331741E-06  0.273313E-07 -0.106122E-06
  0.387000E+02 -0.382751E-06 -0.404537E-08 -0.140377E-06
  0.390000E+02 -0.435539E-06 -0.403341E-07 -0.175589E-06
  0.393000E+02 -0.489534E-06 -0.813238E-07 -0.210946E-06
  0.396000E+02 -0.544045E-06 -0.126648E-06 -0.245555E-06
  0.399000E+02 -0.598263E-06 -0.175785E-06 -0.278454E-06
  0.402000E+02 -0.651263E-06 -0.228055E-06 -0.308640E-06
  0.405000E+02 -0.702012E-06 -0.282607E-06 -0.335075E-06
  0.408000E+02 -0.749379E-06 -0.338423E-06 -0.356724E-06
  0.411000E+02 -0.792157E-06 -0.394343E-06 -0.372592E-06
  0.414000E+02 -0.829092E-06 -0.449094E-06 -0.381771E-06
  0.417000E+02 -0.858927E-06 -0.501336E-06 -0.383489E-06
  0.420000E+02 -0.880453E-06 -0.549697E-06 -0.377144E-06
  0.423000E+02 -0.892553E-06 -0.592821E-06 -0.362331E-06
  0.426000E+02 -0.894232E-06 -0.629404E-06 -0.338857E-06
  0.429000E+02 -0.884651E-06 -0.658242E-06 -0.306736E-06
  0.432000E+02 -0.863148E-06 -0.678259E-06 -0.266192E-06
  0.435000E+02 -0.829240E-06 -0.688521E-06 -0.217637E-06
  0.438000E+02 -0.782614E-06 -0.688255E-06 -0.161664E-06
  0.441000E+02 -0.723130E-06 -0.676859E-06 -0.990341E-07
  0.444000E+02 -0.650824E-06 -0.653926E-06 -0.306464E-07
  0.447000E+02 -0.565924E-06 -0.619240E-06  0.424886E-07
  0.450000E+02 -0.468852E-06 -0.572775E-06  0.119280E-06
  0.453000E+02 -0.360213E-06 -0.514686E-06  0.198584E-06
  0.456000E+02 -0.240787E-06 -0.445286E-06  0.279233E-06
  0.459000E+02 -0.111525E-06 -0.365026E-06  0.360053E-06
  0.462000E+02  0.264522E-07 -0.274465E-06  0.439890E-06
  0.465000E+02  0.171870E-06 -0.174280E-06  0.517645E-06
  0.468000E+02  0.323314E-06 -0.653086E-07  0.592328E-06
  0.471000E+02  0.479237E-06  0.514055E-07  0.663102E-06
  0.474000E+02  0.638000E-06  0.174599E-06  0.729321E-06
  0.477000E+02  0.797908E-06  0.302783E-06  0.790514E-06
  0.480000E+02  0.957254E-06  0.434228E-06  0.846335E-06
  0.483000E+02  0.111435E-05  0.566948E-06  0.896514E-06
  0.486000E+02  0.126756E-05  0.698715E-06  0.940798E-06
  0.489000E+02  0.141532E-05  0.827108E-06  0.978880E-06
  0.492000E+02  0.155616E-05  0.949577E-06  0.101034E-05
  0.495000E+02  0.168872E-05  0.106351E-05  0.103464E-05
  0.498000E+02  0.181172E-05  0.116630E-05  0.105108E-05
  0.501000E+02  0.192402E-05  0.125537E-05  0.105887E-05
  0.504000E+02  0.202466E-05  0.132831E-05  0.105708E-05
  0.507000E+02  0.211290E-05  0.138287E-05  0.104476E-05
  0.510000E+02  0.218817E-05  0.141706E-05  0.102098E-05
  0.513000E+02  0.225001E-05  0.142917E-05  0.984930E-06
  0.516000E+02  0.229811E-05  0.141794E-05  0.935997E-06
  0.519000E+02  0.233225E-05  0.138260E-05  0.873816E-06
  0.522000E+02  0.235229E-05  0.132294E-05  0.798358E-06
  0.525000E+02  0.235819E-05  0.123937E-05  0.709964E-06
  0.528000E+02  0.234997E-05  0.113283E-05  0.609335E-06
  0.531000E+02  0.232774E-05  0.100481E-05  0.497490E-06
  0.534000E+02  0.229165E-05  0.857219E-06  0.375711E-06
  0.537000E+02  0.224183E-05  0.692333E-06  0.245481E-06
  0.540000E+02  0.217828E-05  0.512751E-06  0.108388E-06
  0.543000E+02  0.210081E-05  0.321394E-06 -0.339695E-07
  0.546000E+02  0.200898E-05  0.121510E-06 -0.180038E-06
  0.549000E+02  0.190202E-05 -0.832964E-07 -0.328316E-06
  0.552000E+02  0.177886E-05 -0.289028E-06 -0.477337E-06
  0.555000E+02  0.163809E-05 -0.491301E-06 -0.625676E-06
  0.558000E+02  0.147799E-05 -0.685390E-06 -0.771948E-06
  0.561000E+02  0.129660E-05 -0.866300E-06 -0.914779E-06
  0.564000E+02  0.109175E-05 -0.102891E-05 -0.105276E-05
  0.567000E+02  0.861175E-06 -0.116816E-05 -0.118446E-05
  0.570000E+02  0.602582E-06 -0.127924E-05 -0.130845E-05
  0.573000E+02  0.313793E-06 -0.135779E-05 -0.142335E-05
  0.576000E+02 -0.709687E-08 -0.140007E-05 -0.152791E-05
  0.579000E+02 -0.361559E-06 -0.140320E-05 -0.162096E-05
  0.582000E+02 -0.750507E-06 -0.136511E-05 -0.170158E-05
  0.585000E+02 -0.117421E-05 -0.128468E-05 -0.176910E-05
  0.588000E+02 -0.163216E-05 -0.116161E-05 -0.182314E-05
  0.591000E+02 -0.212283E-05 -0.996532E-06 -0.186366E-05
  0.594000E+02 -0.264349E-05 -0.790969E-06 -0.189087E-05
  0.597000E+02 -0.319010E-05 -0.547358E-06 -0.190525E-05
  0.600000E+02 -0.375736E-05 -0.269062E-06 -0.190742E-05
  0.603000E+02 -0.433869E-05  0.395889E-07 -0.189810E-05
  0.606000E+02 -0.492629E-05  0.373270E-06 -0.187799E-05
  0.609000E+02 -0.551121E-05  0.725691E-06 -0.184775E-05
  0.612000E+02 -0.608355E-05  0.108968E-05 -0.180792E-05
  0.615000E+02 -0.663266E-05  0.145735E-05 -0.175893E-05
  0.618000E+02 -0.714741E-05  0.182025E-05 -0.170105E-05
  0.621000E+02 -0.761639E-05  0.216956E-05 -0.163439E-05
  0.624000E+02 -0.802832E-05  0.249627E-05 -0.155884E-05
  0.627000E+02 -0.837234E-05  0.279136E-05 -0.147409E-05
  0.630000E+02 -0.863829E-05  0.304611E-05 -0.137959E-05
  0.633000E+02 -0.881701E-05  0.325235E-05 -0.127463E-05
  0.636000E+02 -0.890055E-05  0.340268E-05 -0.115836E-05
  0.639000E+02 -0.888232E-05  0.349059E-05 -0.102978E-05
  0.642000E+02 -0.875724E-05  0.351053E-05 -0.887803E-06
  0.645000E+02 -0.852196E-05  0.345805E-05 -0.731327E-06
  0.648000E+02 -0.817497E-05  0.332998E-05 -0.559283E-06
  0.651000E+02 -0.771664E-05  0.312442E-05 -0.370776E-06
  0.654000E+02 -0.714923E-05  0.284089E-05 -0.165238E-06
  0.657000E+02 -0.647689E-05  0.248024E-05  0.574301E-07
  0.660000E+02 -0.570564E-05  0.204485E-05  0.296716E-06
  0.663000E+02 -0.484323E-05  0.153860E-05  0.551370E-06
  0.666000E+02 -0.389898E-05  0.967038E-06  0.819352E-06
  0.669000E+02 -0.288356E-05  0.337276E-06  0.109785E-05
  0.672000E+02 -0.180878E-05 -0.342075E-06  0.138330E-05
  0.675000E+02 -0.687301E-06 -0.106109E-05  0.167142E-05
  0.678000E+02  0.467671E-06 -0.180877E-05  0.195730E-05
  0.681000E+02  0.164270E-05 -0.257329E-05  0.223556E-05
  0.684000E+02  0.282435E-05 -0.334234E-05  0.250054E-05
  0.687000E+02  0.399942E-05 -0.410339E-05  0.274658E-05
  0.690000E+02  0.515498E-05 -0.484398E-05  0.296816E-05
  0.693000E+02  0.627855E-05 -0.555193E-05  0.316016E-05
  0.696000E+02  0.735828E-05 -0.621565E-05  0.331792E-05
  0.699000E+02  0.838303E-05 -0.682428E-05  0.343745E-05
  0.702000E+02  0.934248E-05 -0.736790E-05  0.351546E-05
  0.705000E+02  0.102272E-04 -0.783754E-05  0.354942E-05
  0.708000E+02  0.110289E-04 -0.822533E-05  0.353766E-05
  0.711000E+02  0.117401E-04 -0.852453E-05  0.347940E-05
  0.714000E+02  0.123547E-04 -0.872956E-05  0.337472E-05
  0.717000E+02  0.128677E-04 -0.883595E-05  0.322457E-05
  0.720000E+02  0.132750E-04 -0.884044E-05  0.303075E-05
  0.723000E+02  0.135738E-04 -0.874092E-05  0.279587E-05
  0.726000E+02  0.137622E-04 -0.853648E-05  0.252335E-05
  0.729000E+02  0.138392E-04 -0.822733E-05  0.221729E-05
  0.732000E+02  0.138046E-04 -0.781482E-05  0.188232E-05
  0.735000E+02  0.136589E-04 -0.730128E-05  0.152352E-05
  0.738000E+02  0.134034E-04 -0.669008E-05  0.114627E-05
  0.741000E+02  0.130403E-04 -0.598569E-05  0.756271E-06
  0.744000E+02  0.125724E-04 -0.519375E-05  0.359417E-06
  0.747000E+02  0.120033E-04 -0.432105E-05 -0.382475E-07
  0.750000E+02  0.113377E-04 -0.337557E-05 -0.430610E-06
  0.753000E+02  0.105809E-04 -0.236646E-05 -0.811577E-06
  0.756000E+02  0.973938E-05 -0.130401E-05 -0.117520E-05
  0.759000E+02  0.882004E-05 -0.199544E-06 -0.151583E-05
  0.762000E+02  0.783035E-05  0.934711E-06 -0.182829E-05
  0.765000E+02  0.677817E-05  0.208582E-05 -0.210799E-05
  0.768000E+02  0.567161E-05  0.324039E-05 -0.235103E-05
  0.771000E+02  0.451897E-05  0.438480E-05 -0.255423E-05
  0.774000E+02  0.332861E-05  0.550549E-05 -0.271523E-05
  0.777000E+02  0.210893E-05  0.658916E-05 -0.283246E-05
  0.780000E+02  0.868330E-06  0.762305E-05 -0.290511E-05
  0.783000E+02 -0.384756E-06  0.859508E-05 -0.293317E-05
  0.786000E+02 -0.164185E-05  0.949403E-05 -0.291731E-05
  0.789000E+02 -0.289438E-05  0.103096E-04 -0.285888E-05
  0.792000E+02 -0.413364E-05  0.110322E-04 -0.275985E-05
  0.795000E+02 -0.535076E-05  0.116536E-04 -0.262280E-05
  0.798000E+02 -0.653670E-05  0.121663E-04 -0.245082E-05
  0.801000E+02 -0.768216E-05  0.125638E-04 -0.224749E-05
  0.804000E+02 -0.877767E-05  0.128409E-04 -0.201682E-05
  0.807000E+02 -0.981366E-05  0.129936E-04 -0.176311E-05
  0.810000E+02 -0.107806E-04  0.130192E-04 -0.149096E-05
  0.813000E+02 -0.116691E-04  0.129164E-04 -0.120505E-05
  0.816000E+02 -0.124704E-04  0.126853E-04 -0.910119E-06
  0.819000E+02 -0.131760E-04  0.123277E-04 -0.610844E-06
  0.822000E+02 -0.137785E-04  0.118468E-04 -0.311785E-06
  0.825000E+02 -0.142716E-04  0.112472E-04 -0.173129E-07
  0.828000E+02 -0.146501E-04  0.105354E-04  0.268437E-06
  0.831000E+02 -0.149101E-04  0.971900E-05  0.541584E-06
  0.834000E+02 -0.150493E-04  0.880702E-05  0.798496E-06
  0.837000E+02 -0.150667E-04  0.780975E-05  0.103580E-05
  0.840000E+02 -0.149625E-04  0.673847E-05  0.125044E-05
  0.843000E+02 -0.147384E-04  0.560543E-05  0.143968E-05
  0.846000E+02 -0.143969E-04  0.442361E-05  0.160120E-05
  0.849000E+02 -0.139421E-04  0.320658E-05  0.173305E-05
  0.852000E+02 -0.133789E-04  0.196827E-05  0.183374E-05
  0.855000E+02 -0.127133E-04  0.722783E-06  0.190222E-05
  0.858000E+02 -0.119520E-04 -0.515927E-06  0.193795E-05
  0.861000E+02 -0.111028E-04 -0.173425E-05  0.194087E-05
  0.864000E+02 -0.101741E-04 -0.291913E-05  0.191143E-05
  0.867000E+02 -0.917476E-05 -0.405834E-05  0.185060E-05
  0.870000E+02 -0.811433E-05 -0.514056E-05  0.175985E-05
  0.873000E+02 -0.700269E-05 -0.615561E-05  0.164104E-05
  0.876000E+02 -0.585003E-05 -0.709452E-05  0.149647E-05
  0.879000E+02 -0.466681E-05 -0.794961E-05  0.132872E-05
  0.882000E+02 -0.346359E-05 -0.871456E-05  0.114066E-05
  0.885000E+02 -0.225097E-05 -0.938435E-05  0.935356E-06
  0.888000E+02 -0.103950E-05 -0.995524E-05  0.715985E-06
  0.891000E+02  0.160391E-06 -0.104247E-04  0.485803E-06
  0.894000E+02  0.133846E-05 -0.107913E-04  0.248059E-06
  0.897000E+02  0.248472E-05 -0.110546E-04  0.591757E-08
  0.900000E+02  0.358956E-05 -0.112154E-04 -0.237609E-06
  0.903000E+02  0.464385E-05 -0.112753E-04 -0.479696E-06
  0.906000E+02  0.563908E-05 -0.112367E-04 -0.717706E-06
  0.909000E+02  0.656750E-05 -0.111029E-04 -0.949181E-06
  0.912000E+02  0.742217E-05 -0.108782E-04 -0.117183E-05
  0.915000E+02  0.819707E-05 -0.105675E-04 -0.138349E-05
  0.918000E+02  0.888706E-05 -0.101767E-04 -0.158207E-05
  0.921000E+02  0.948794E-05 -0.971213E-05 -0.176551E-05
  0.924000E+02  0.999636E-05 -0.918076E-05 -0.193174E-05
  0.927000E+02  0.104099E-04 -0.859017E-05 -0.207874E-05
  0.930000E+02  0.107269E-04 -0.794826E-05 -0.220450E-05
  0.933000E+02  0.109468E-04 -0.726323E-05 -0.230710E-05
  0.936000E+02  0.110698E-04 -0.654335E-05 -0.238480E-05
  0.939000E+02  0.110972E-04 -0.579687E-05 -0.243607E-05
  0.942000E+02  0.110312E-04 -0.503189E-05 -0.245976E-05
  0.945000E+02  0.108751E-04 -0.425621E-05 -0.245514E-05
  0.948000E+02  0.106331E-04 -0.347726E-05 -0.242200E-05
