-2.1000 1 1.05 303. 82. -42. 5 0 0
-1.8000 1 1.18 300. 82. -38. 5 0 0
-1.5000 1 1.35 297. 83. -34. 5 0 0
-1.2000 1 1.54 296. 84. -30. 5 0 0
-0.9000 1 1.74 294. 86. -27. 5 0 0
-0.6000 1 1.94 24. 65. -178. 5 0 0
-0.3000 1 2.02 23. 68. 180. 5 0 0
0.0000 1 2.07 21. 70. 178. 5 0 0
0.3000 1 2.16 20. 72. 175. 5 0 0
0.6000 1 2.28 19. 74. 173. 5 0 0
0.9000 1 2.42 18. 76. 171. 5 0 0
1.2000 1 2.60 17. 77. 168. 5 0 0
1.5000 1 2.81 16. 78. 166. 5 0 0
1.8000 1 3.07 15. 80. 164. 5 0 0
2.1000 1 3.37 15. 80. 162. 5 0 0
-2.1000 2 30.63 295. 77. -42. 5 0 0
-1.8000 2 37.03 295. 78. -42. 5 0 0
-1.5000 2 43.00 294. 78. -42. 5 0 0
-1.2000 2 48.68 294. 79. -42. 5 0 0
-0.9000 2 54.15 294. 79. -42. 5 0 0
-0.6000 2 51.04 294. 80. -42. 5 0 0
-0.3000 2 42.95 32. 49. -167. 5 0 0
0.0000 2 35.50 31. 49. -168. 5 0 0
0.3000 2 28.59 31. 48. -169. 5 0 0
0.6000 2 22.12 30. 48. -170. 5 0 0
0.9000 2 16.09 30. 47. -171. 5 0 0
1.2000 2 10.54 29. 44. -174. 5 0 0
1.5000 2 5.75 28. 38. 179. 5 0 0
1.8000 2 3.65 137. 80. 75. 5 0 0
2.1000 2 7.09 154. 78. 96. 5 0 0
-2.1000 3 45.89 281. 64. -63. 5 0 0
-1.8000 3 34.43 280. 61. -60. 5 0 0
-1.5000 3 26.76 278. 58. -58. 5 0 0
-1.2000 3 21.89 274. 54. -56. 5 0 0
-0.9000 3 19.14 270. 50. -54. 5 0 0
-0.6000 3 17.96 265. 46. -53. 5 0 0
-0.3000 3 17.83 260. 42. -53. 5 0 0
0.0000 3 18.31 256. 39. -53. 5 0 0
0.3000 3 19.10 252. 37. -54. 5 0 0
0.6000 3 20.02 249. 35. -55. 5 0 0
0.9000 3 20.96 246. 33. -57. 5 0 0
1.2000 3 21.89 243. 31. -58. 5 0 0
1.5000 3 22.76 240. 30. -60. 5 0 0
1.8000 3 23.57 237. 29. -62. 5 0 0
2.1000 3 24.32 235. 28. -65. 5 0 0
-2.1000 4 60.84 282. 64. -59. 5 0 0
-1.8000 4 47.65 280. 61. -57. 5 0 0
-1.5000 4 39.04 277. 57. -55. 5 0 0
-1.2000 4 33.50 274. 54. -54. 5 0 0
-0.9000 4 30.08 271. 50. -53. 5 0 0
-0.6000 4 28.12 267. 47. -53. 5 0 0
-0.3000 4 27.15 264. 44. -53. 5 0 0
0.0000 4 26.82 260. 42. -53. 5 0 0
0.3000 4 26.89 257. 39. -54. 5 0 0
0.6000 4 27.18 254. 37. -55. 5 0 0
0.9000 4 27.60 251. 35. -57. 5 0 0
1.2000 4 28.07 248. 34. -58. 5 0 0
1.5000 4 28.55 245. 33. -60. 5 0 0
1.8000 4 29.02 242. 31. -62. 5 0 0
2.1000 4 29.45 239. 30. -65. 5 0 0
-2.1000 5 68.72 280. 62. -57. 5 0 0
-1.8000 5 62.06 278. 59. -56. 5 0 0
-1.5000 5 57.33 276. 56. -56. 5 0 0
-1.2000 5 52.58 273. 53. -55. 5 0 0
-0.9000 5 47.42 42. 51. -125. 5 0 0
-0.6000 5 43.82 268. 48. -54. 5 0 0
-0.3000 5 41.34 265. 46. -54. 5 0 0
0.0000 5 39.66 263. 44. -55. 5 0 0
0.3000 5 38.54 260. 42. -55. 5 0 0
0.6000 5 37.83 257. 40. -56. 5 0 0
0.9000 5 37.40 254. 38. -57. 5 0 0
1.2000 5 37.17 251. 37. -59. 5 0 0
1.5000 5 37.08 248. 35. -60. 5 0 0
1.8000 5 37.07 245. 34. -62. 5 0 0
2.1000 5 37.12 242. 32. -64. 5 0 0
-2.1000 6 70.19 281. 61. -54. 5 0 0
-1.8000 6 63.45 279. 59. -53. 5 0 0
-1.5000 6 58.58 276. 56. -53. 5 0 0
-1.2000 6 55.08 274. 54. -53. 5 0 0
-0.9000 6 52.64 41. 51. -127. 5 0 0
-0.6000 6 51.03 270. 49. -53. 5 0 0
-0.3000 6 50.07 267. 47. -53. 5 0 0
0.0000 6 49.66 265. 45. -54. 5 0 0
0.3000 6 49.98 262. 44. -54. 5 0 0
0.6000 6 50.49 259. 42. -55. 5 0 0
0.9000 6 51.19 257. 40. -56. 5 0 0
1.2000 6 52.06 254. 39. -57. 5 0 0
1.5000 6 53.09 251. 37. -59. 5 0 0
1.8000 6 52.76 248. 36. -60. 5 0 0
2.1000 6 52.04 244. 34. -62. 5 0 0
-2.1000 7 60.46 281. 61. -51. 5 0 0
-1.8000 7 64.69 279. 59. -51. 5 0 0
-1.5000 7 59.44 277. 56. -51. 5 0 0
-1.2000 7 55.47 275. 54. -51. 5 0 0
-0.9000 7 52.50 40. 52. -129. 5 0 0
-0.6000 7 50.30 271. 50. -51. 5 0 0
-0.3000 7 48.73 269. 49. -51. 5 0 0
0.0000 7 47.68 266. 47. -51. 5 0 0
0.3000 7 47.06 264. 45. -52. 5 0 0
0.6000 7 46.83 261. 43. -53. 5 0 0
0.9000 7 46.94 259. 41. -53. 5 0 0
1.2000 7 47.37 256. 40. -54. 5 0 0
1.5000 7 48.11 253. 38. -56. 5 0 0
1.8000 7 49.16 250. 37. -57. 5 0 0
2.1000 7 50.55 246. 35. -59. 5 0 0
-2.1000 8 47.66 282. 62. -48. 5 0 0
-1.8000 8 54.24 280. 60. -48. 5 0 0
-1.5000 8 60.10 278. 57. -49. 5 0 0
-1.2000 8 56.71 276. 55. -49. 5 0 0
-0.9000 8 53.50 273. 53. -49. 5 0 0
-0.6000 8 51.04 271. 51. -49. 5 0 0
-0.3000 8 49.18 269. 50. -50. 5 0 0
0.0000 8 47.82 267. 48. -50. 5 0 0
0.3000 8 46.89 264. 46. -51. 5 0 0
0.6000 8 46.34 262. 44. -51. 5 0 0
0.9000 8 46.14 259. 43. -52. 5 0 0
1.2000 8 46.26 256. 41. -53. 5 0 0
1.5000 8 46.71 253. 39. -54. 5 0 0
1.8000 8 47.50 250. 38. -56. 5 0 0
2.1000 8 48.65 246. 36. -58. 5 0 0
-2.1000 9 40.02 284. 64. -44. 5 0 0
-1.8000 9 45.31 282. 61. -45. 5 0 0
-1.5000 9 50.05 279. 59. -46. 5 0 0
-1.2000 9 54.28 277. 56. -46. 5 0 0
-0.9000 9 53.86 275. 54. -46. 5 0 0
-0.6000 9 51.33 272. 52. -47. 5 0 0
-0.3000 9 49.39 270. 51. -47. 5 0 0
0.0000 9 47.95 268. 49. -48. 5 0 0
0.3000 9 46.92 265. 47. -48. 5 0 0
0.6000 9 46.28 263. 45. -49. 5 0 0
0.9000 9 45.99 260. 43. -50. 5 0 0
1.2000 9 46.03 257. 42. -51. 5 0 0
1.5000 9 46.40 254. 40. -52. 5 0 0
1.8000 9 47.12 251. 38. -54. 5 0 0
2.1000 9 48.21 247. 37. -56. 5 0 0
-2.1000 10 37.28 286. 66. -41. 5 0 0
-1.8000 10 41.78 283. 63. -42. 5 0 0
-1.5000 10 45.81 281. 61. -43. 5 0 0
-1.2000 10 49.39 279. 58. -43. 5 0 0
-0.9000 10 50.80 276. 56. -44. 5 0 0
-0.6000 10 48.35 274. 54. -44. 5 0 0
-0.3000 10 46.48 272. 52. -44. 5 0 0
0.0000 10 45.12 270. 50. -45. 5 0 0
0.3000 10 44.18 267. 48. -45. 5 0 0
0.6000 10 43.64 265. 46. -46. 5 0 0
0.9000 10 43.48 262. 44. -47. 5 0 0
1.2000 10 43.67 259. 42. -48. 5 0 0
1.5000 10 44.22 256. 41. -49. 5 0 0
1.8000 10 45.16 253. 39. -50. 5 0 0
2.1000 10 46.51 249. 37. -52. 5 0 0
-2.1000 11 33.38 286. 67. -39. 5 0 0
