252.000000 40.000000 -157.000000
252.000000 46.000000 -171.000000
252.000000 43.000000 -166.000000
252.000000 41.000000 -161.000000
252.000000 40.000000 -157.000000
251.000000 39.000000 -154.000000
251.000000 39.000000 -151.000000
249.000000 40.000000 -149.000000
140.000000 61.000000 105.000000
138.000000 60.000000 103.000000
246.000000 50.000000 174.000000
246.000000 49.000000 179.000000
246.000000 48.000000 -177.000000
245.000000 46.000000 -172.000000
245.000000 45.000000 -168.000000
244.000000 44.000000 -164.000000
243.000000 49.000000 166.000000
243.000000 49.000000 171.000000
242.000000 48.000000 176.000000
242.000000 48.000000 179.000000
241.000000 47.000000 -177.000000
240.000000 46.000000 -173.000000
235.000000 42.000000 146.000000
238.000000 44.000000 156.000000
238.000000 45.000000 162.000000
238.000000 45.000000 167.000000
238.000000 44.000000 171.000000
237.000000 44.000000 175.000000
236.000000 43.000000 178.000000
219.000000 37.000000 119.000000
228.000000 40.000000 137.000000
232.000000 42.000000 147.000000
233.000000 42.000000 154.000000
233.000000 42.000000 159.000000
233.000000 42.000000 163.000000
232.000000 42.000000 167.000000
231.000000 41.000000 170.000000
213.000000 37.000000 112.000000
220.000000 38.000000 127.000000
225.000000 39.000000 137.000000
226.000000 39.000000 145.000000
227.000000 39.000000 150.000000
227.000000 39.000000 155.000000
226.000000 39.000000 158.000000
225.000000 39.000000 161.000000
213.000000 37.000000 114.000000
218.000000 37.000000 126.000000
221.000000 37.000000 135.000000
222.000000 37.000000 141.000000
222.000000 36.000000 145.000000
221.000000 35.000000 149.000000
221.000000 35.000000 152.000000
220.000000 34.000000 154.000000
213.000000 38.000000 117.000000
216.000000 38.000000 127.000000
218.000000 37.000000 134.000000
218.000000 36.000000 139.000000
218.000000 35.000000 143.000000
217.000000 34.000000 145.000000
216.000000 33.000000 148.000000
215.000000 38.000000 129.000000
216.000000 37.000000 134.000000
215.000000 35.000000 138.000000
215.000000 34.000000 141.000000
