 trial position no.            7
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.140349E+15  -0.508454E+14   0.326104E+14   0.157142E+14   0.604219E+14  -0.131195E+15
  -0.508454E+14   0.904467E+14   0.112006E+14   0.381976E+13  -0.268125E+14   0.996281E+13
   0.326103E+14   0.112006E+14   0.781885E+14   0.480373E+13   0.737264E+13   0.189724E+12
   0.157142E+14   0.381976E+13   0.480373E+13   0.916457E+14  -0.126851E+14  -0.540357E+14
   0.604219E+14  -0.268125E+14   0.737264E+13  -0.126851E+14   0.118625E+15  -0.105462E+15
  -0.131195E+15   0.996280E+13   0.189723E+12  -0.540357E+14  -0.105462E+15   0.502069E+15
 trial position no.            7
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.231389E+15  -0.856474E+12   0.699328E+13  -0.133169E+15  -0.167487E+14   0.102733E+15
  -0.856474E+12   0.399856E+15  -0.167842E+15   0.136511E+13   0.511816E+13  -0.329701E+11
   0.699328E+13  -0.167842E+15   0.277295E+15  -0.268013E+13  -0.148419E+13   0.340567E+13
  -0.133169E+15   0.136511E+13  -0.268013E+13   0.346268E+15   0.192799E+15   0.182441E+14
  -0.167487E+14   0.511816E+13  -0.148419E+13   0.192799E+15   0.254106E+15   0.819978E+14
   0.102733E+15  -0.329701E+11   0.340567E+13   0.182441E+14   0.819978E+14   0.240875E+15
 trial position no.            8
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.250784E+15  -0.277099E+13   0.487728E+13  -0.143422E+15  -0.174276E+14   0.113080E+15
  -0.277099E+13   0.335586E+15  -0.147638E+15   0.246556E+13   0.406092E+13  -0.207701E+13
   0.487728E+13  -0.147638E+15   0.227545E+15  -0.197443E+13  -0.130668E+13   0.246762E+13
  -0.143422E+15   0.246556E+13  -0.197443E+13   0.309506E+15   0.146590E+15  -0.616913E+14
  -0.174277E+14   0.406092E+13  -0.130668E+13   0.146590E+15   0.211477E+15   0.793685E+13
   0.113080E+15  -0.207701E+13   0.246762E+13  -0.616913E+14   0.793685E+13   0.230021E+15
 trial position no.            9
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.270019E+15  -0.441455E+13   0.313804E+13  -0.153629E+15  -0.181144E+14   0.123216E+15
  -0.441455E+13   0.288696E+15  -0.130424E+15   0.336661E+13   0.322687E+13  -0.359672E+13
   0.313804E+13  -0.130424E+15   0.193105E+15  -0.137945E+13  -0.118912E+13   0.176209E+13
  -0.153629E+15   0.336661E+13  -0.137945E+13   0.288303E+15   0.115412E+15  -0.115570E+15
  -0.181144E+14   0.322686E+13  -0.118912E+13   0.115412E+15   0.184225E+15  -0.401901E+14
   0.123216E+15  -0.359672E+13   0.176209E+13  -0.115570E+15  -0.401901E+14   0.259452E+15
 trial position no.           10
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.288643E+15  -0.634760E+13   0.169627E+13  -0.164185E+15  -0.194301E+14   0.131254E+15
  -0.634760E+13   0.287919E+15  -0.133303E+15   0.462028E+13   0.269853E+13  -0.505365E+13
   0.169627E+13  -0.133303E+15   0.190057E+15  -0.929022E+12  -0.111003E+13   0.129743E+13
  -0.164185E+15   0.462029E+13  -0.929022E+12   0.280237E+15   0.968185E+14  -0.146918E+15
  -0.194301E+14   0.269853E+13  -0.111003E+13   0.968185E+14   0.169410E+15  -0.670125E+14
   0.131254E+15  -0.505365E+13   0.129743E+13  -0.146918E+15  -0.670125E+14   0.318112E+15
 trial position no.           11
 
 
 
 
 
 
 
 
 
 
 
 
  Covariance matrix; NOT corrected for  scaling
   0.306918E+15  -0.785567E+13   0.282534E+12  -0.173911E+15  -0.200524E+14   0.140613E+15
  -0.785567E+13   0.260140E+15  -0.122202E+15   0.553959E+13   0.207733E+13  -0.611128E+13
   0.282534E+12  -0.122202E+15   0.170306E+15  -0.465376E+12  -0.999863E+12   0.876456E+12
